0,2,514.27,221.21,25.29,47.00,1.00,-1,-1,-1
0,1,818.32,368.05,22.19,67.31,1.00,-1,-1,-1
1,2,514.50,221.37,24.72,46.04,1.00,-1,-1,-1
1,1,818.14,367.72,22.35,67.62,1.00,-1,-1,-1
2,2,514.51,221.33,24.71,46.08,1.00,-1,-1,-1
2,1,818.12,367.72,22.35,67.62,1.00,-1,-1,-1
3,2,514.44,221.32,25.04,45.21,1.00,-1,-1,-1
3,1,817.99,367.62,22.34,67.48,1.00,-1,-1,-1
4,2,514.62,221.71,24.77,44.52,1.00,-1,-1,-1
4,1,817.80,367.43,22.38,67.26,1.00,-1,-1,-1
5,2,514.49,221.53,25.19,44.29,1.00,-1,-1,-1
5,1,817.50,367.31,22.85,67.62,1.00,-1,-1,-1
6,2,514.66,221.43,25.25,44.53,1.00,-1,-1,-1
6,1,817.29,367.22,23.13,66.99,1.00,-1,-1,-1
7,2,514.93,221.52,24.95,44.55,1.00,-1,-1,-1
7,1,816.88,367.16,23.67,66.31,1.00,-1,-1,-1
8,2,514.92,221.51,24.95,44.56,1.00,-1,-1,-1
8,1,816.88,367.16,23.67,66.32,1.00,-1,-1,-1
9,2,514.83,221.32,24.85,44.72,1.00,-1,-1,-1
9,1,816.37,367.51,24.28,65.15,1.00,-1,-1,-1
10,2,514.41,221.30,25.14,44.19,1.00,-1,-1,-1
10,1,815.88,367.18,25.10,64.49,1.00,-1,-1,-1
11,2,514.43,221.17,25.15,44.30,1.00,-1,-1,-1
11,1,814.42,367.13,26.26,63.18,1.00,-1,-1,-1
12,2,514.25,220.86,25.30,44.63,1.00,-1,-1,-1
12,1,813.74,366.99,26.63,61.24,1.00,-1,-1,-1
13,2,514.04,220.86,25.39,45.75,1.00,-1,-1,-1
13,1,812.76,366.89,27.46,61.23,1.00,-1,-1,-1
14,2,514.04,220.85,25.40,45.78,1.00,-1,-1,-1
14,1,812.76,366.88,27.45,61.27,1.00,-1,-1,-1
15,2,514.06,220.51,25.17,46.36,1.00,-1,-1,-1
15,1,812.34,366.69,27.52,60.62,1.00,-1,-1,-1
16,2,513.90,220.45,25.53,48.69,1.00,-1,-1,-1
16,1,812.43,367.00,27.13,59.42,1.00,-1,-1,-1
17,2,514.43,220.65,25.30,50.33,1.00,-1,-1,-1
17,1,812.41,366.73,26.79,60.06,1.00,-1,-1,-1
18,2,513.74,221.01,26.08,49.08,1.00,-1,-1,-1
18,1,812.26,366.13,26.95,60.99,1.00,-1,-1,-1
19,2,513.33,221.08,26.31,48.69,1.00,-1,-1,-1
19,1,812.24,365.76,26.80,61.49,1.00,-1,-1,-1
20,2,513.34,221.12,26.31,48.64,1.00,-1,-1,-1
20,1,812.24,365.77,26.79,61.48,1.00,-1,-1,-1
21,2,512.93,221.55,26.67,47.35,1.00,-1,-1,-1
21,1,811.69,365.43,26.70,61.21,1.00,-1,-1,-1
22,2,512.56,221.54,27.35,48.44,1.00,-1,-1,-1
22,1,810.51,365.27,26.92,60.83,1.00,-1,-1,-1
23,2,513.96,221.78,25.72,47.78,1.00,-1,-1,-1
23,1,810.18,365.16,26.56,60.69,1.00,-1,-1,-1
24,2,513.72,221.48,25.90,48.40,1.00,-1,-1,-1
24,1,810.08,365.08,25.67,61.09,1.00,-1,-1,-1
25,4,560.90,252.58,15.09,43.02,1.00,-1,-1,-1
25,2,513.65,222.56,25.79,46.89,1.00,-1,-1,-1
25,1,809.68,364.96,25.55,61.31,1.00,-1,-1,-1
26,4,560.50,252.77,15.52,46.16,1.00,-1,-1,-1
26,2,513.53,222.69,25.83,46.05,1.00,-1,-1,-1
26,1,809.58,364.30,24.96,61.73,1.00,-1,-1,-1
27,4,560.49,252.76,15.51,46.13,1.00,-1,-1,-1
27,2,513.52,222.66,25.84,46.05,1.00,-1,-1,-1
27,1,809.58,364.28,24.95,61.77,1.00,-1,-1,-1
28,4,557.57,256.37,19.73,42.88,1.00,-1,-1,-1
28,2,512.98,222.28,26.37,47.43,1.00,-1,-1,-1
28,1,809.83,363.86,23.83,61.52,1.00,-1,-1,-1
29,4,556.34,255.57,20.52,43.77,1.00,-1,-1,-1
29,2,513.84,222.65,25.23,46.55,1.00,-1,-1,-1
29,1,809.01,363.00,23.82,62.55,1.00,-1,-1,-1
30,2,513.88,221.68,24.96,46.98,1.00,-1,-1,-1
30,1,808.68,362.39,23.40,63.49,1.00,-1,-1,-1
31,2,513.98,221.54,24.85,47.10,1.00,-1,-1,-1
31,1,808.67,362.39,23.40,63.44,1.00,-1,-1,-1
32,2,513.81,221.52,24.91,49.20,1.00,-1,-1,-1
32,1,808.51,362.33,23.47,63.55,1.00,-1,-1,-1
33,2,512.29,221.25,26.38,49.38,1.00,-1,-1,-1
33,1,807.83,361.73,23.75,63.50,1.00,-1,-1,-1
34,2,510.89,221.03,27.98,48.80,1.00,-1,-1,-1
34,1,807.07,360.73,24.16,64.22,1.00,-1,-1,-1
35,6,426.35,208.70,29.90,61.78,1.00,-1,-1,-1
35,2,511.50,220.82,27.27,46.85,1.00,-1,-1,-1
35,1,804.35,360.16,25.70,64.54,1.00,-1,-1,-1
36,2,511.61,220.88,27.08,46.51,1.00,-1,-1,-1
36,1,803.31,359.32,25.56,64.39,1.00,-1,-1,-1
37,2,510.96,221.13,27.77,45.81,1.00,-1,-1,-1
37,1,802.63,359.76,25.52,65.01,1.00,-1,-1,-1
38,2,510.96,221.12,27.77,45.79,1.00,-1,-1,-1
38,1,802.64,359.76,25.51,64.95,1.00,-1,-1,-1
39,2,510.28,221.01,28.49,45.38,1.00,-1,-1,-1
39,1,801.90,359.35,25.45,64.34,1.00,-1,-1,-1
40,2,510.67,220.23,27.92,48.12,1.00,-1,-1,-1
40,1,800.74,358.13,26.20,64.70,1.00,-1,-1,-1
41,2,511.70,220.40,26.66,45.64,1.00,-1,-1,-1
41,1,800.75,357.95,25.05,65.03,1.00,-1,-1,-1
42,2,511.31,220.77,27.01,45.41,1.00,-1,-1,-1
42,1,800.31,356.88,25.06,65.92,1.00,-1,-1,-1
43,2,511.25,220.82,27.07,45.36,1.00,-1,-1,-1
43,1,800.30,356.89,25.09,65.90,1.00,-1,-1,-1
44,2,510.70,220.79,27.64,45.95,1.00,-1,-1,-1
44,1,799.64,355.45,25.46,67.00,1.00,-1,-1,-1
45,2,510.11,219.14,28.88,49.79,1.00,-1,-1,-1
45,1,799.49,354.71,25.38,67.03,1.00,-1,-1,-1
46,2,509.86,218.75,28.93,49.28,1.00,-1,-1,-1
46,1,799.03,353.81,25.57,67.67,1.00,-1,-1,-1
47,2,509.74,219.59,29.99,47.82,1.00,-1,-1,-1
47,1,798.79,353.32,24.31,67.84,1.00,-1,-1,-1
48,8,507.55,219.46,38.52,55.56,1.00,-1,-1,-1
48,2,510.00,219.69,31.32,47.62,1.00,-1,-1,-1
48,1,798.24,353.23,24.41,67.30,1.00,-1,-1,-1
49,8,507.56,219.55,38.49,55.46,1.00,-1,-1,-1
49,2,510.01,219.83,31.22,47.47,1.00,-1,-1,-1
49,1,798.24,353.23,24.37,67.28,1.00,-1,-1,-1
50,2,510.85,220.10,28.73,46.17,1.00,-1,-1,-1
50,1,797.71,353.15,24.86,66.90,1.00,-1,-1,-1
51,2,510.99,221.54,28.01,45.34,1.00,-1,-1,-1
51,1,797.55,353.22,24.14,65.38,1.00,-1,-1,-1
52,2,510.72,221.74,28.51,44.87,1.00,-1,-1,-1
52,1,797.47,353.09,23.71,64.62,1.00,-1,-1,-1
53,2,510.14,221.41,29.29,45.79,1.00,-1,-1,-1
53,1,796.81,352.59,24.04,63.12,1.00,-1,-1,-1
54,2,510.94,220.83,28.83,46.16,1.00,-1,-1,-1
54,1,795.65,352.04,24.75,62.49,1.00,-1,-1,-1
55,8,507.00,221.14,35.32,58.45,1.00,-1,-1,-1
55,2,510.83,220.86,28.95,46.26,1.00,-1,-1,-1
55,1,795.68,352.03,24.74,62.47,1.00,-1,-1,-1
56,8,506.87,221.10,34.61,60.72,1.00,-1,-1,-1
56,2,510.56,219.92,28.81,47.35,1.00,-1,-1,-1
56,1,794.80,352.04,24.78,61.21,1.00,-1,-1,-1
57,7,406.90,242.33,17.52,36.99,1.00,-1,-1,-1
57,2,511.24,219.79,27.97,48.56,1.00,-1,-1,-1
57,1,794.20,351.50,24.23,67.57,1.00,-1,-1,-1
58,7,407.00,241.40,16.54,38.65,1.00,-1,-1,-1
58,2,511.35,219.02,28.02,50.43,1.00,-1,-1,-1
58,1,792.77,351.54,24.45,62.43,1.00,-1,-1,-1
59,7,407.01,241.12,15.53,38.17,1.00,-1,-1,-1
59,2,512.10,219.14,26.74,49.05,1.00,-1,-1,-1
59,1,791.23,351.52,25.24,59.87,1.00,-1,-1,-1
60,7,407.18,241.00,15.38,38.56,1.00,-1,-1,-1
60,2,512.67,219.74,25.65,49.14,1.00,-1,-1,-1
60,1,790.02,351.56,25.61,61.09,1.00,-1,-1,-1
61,8,508.80,220.87,31.40,60.82,1.00,-1,-1,-1
61,7,407.18,240.96,15.40,38.54,1.00,-1,-1,-1
61,2,512.66,219.73,25.67,49.15,1.00,-1,-1,-1
61,1,790.03,351.58,25.59,60.97,1.00,-1,-1,-1
62,8,510.30,220.79,30.93,62.20,1.00,-1,-1,-1
62,7,406.95,240.37,15.64,38.62,1.00,-1,-1,-1
62,2,512.65,220.01,25.95,49.86,1.00,-1,-1,-1
62,1,789.22,350.61,24.99,60.59,1.00,-1,-1,-1
63,8,508.71,220.96,31.76,59.52,1.00,-1,-1,-1
63,7,406.71,240.77,15.08,37.76,1.00,-1,-1,-1
63,2,512.08,219.93,26.73,49.95,1.00,-1,-1,-1
63,1,788.75,350.12,25.03,61.65,1.00,-1,-1,-1
64,8,510.18,220.77,30.85,61.59,1.00,-1,-1,-1
64,7,406.66,240.96,14.03,37.33,1.00,-1,-1,-1
64,1,788.08,349.75,25.34,61.98,1.00,-1,-1,-1
65,7,406.39,241.10,14.16,36.92,1.00,-1,-1,-1
65,1,787.44,349.00,25.53,61.80,1.00,-1,-1,-1
66,7,406.33,241.58,13.91,36.12,1.00,-1,-1,-1
66,2,512.66,221.36,27.44,69.88,1.00,-1,-1,-1
66,1,786.72,349.22,25.70,62.06,1.00,-1,-1,-1
67,7,406.38,241.67,13.76,36.44,1.00,-1,-1,-1
67,2,513.57,221.68,26.08,61.54,1.00,-1,-1,-1
67,1,786.63,349.14,25.12,62.18,1.00,-1,-1,-1
68,7,406.13,241.71,13.16,36.85,1.00,-1,-1,-1
68,2,512.10,221.70,27.90,60.13,1.00,-1,-1,-1
68,1,786.44,348.83,24.80,62.41,1.00,-1,-1,-1
69,7,406.13,241.67,13.17,36.93,1.00,-1,-1,-1
69,2,512.03,221.72,27.97,60.01,1.00,-1,-1,-1
69,1,786.44,348.84,24.80,62.37,1.00,-1,-1,-1
70,7,406.21,241.39,12.54,36.85,1.00,-1,-1,-1
70,2,511.88,221.08,27.75,52.12,1.00,-1,-1,-1
70,1,786.23,348.54,24.15,62.70,1.00,-1,-1,-1
71,8,513.11,221.20,27.54,64.08,1.00,-1,-1,-1
71,7,405.96,241.50,12.49,37.35,1.00,-1,-1,-1
71,1,786.03,348.06,23.82,62.66,1.00,-1,-1,-1
72,8,514.28,221.15,25.78,62.17,1.00,-1,-1,-1
72,7,406.01,241.38,11.96,37.66,1.00,-1,-1,-1
72,1,785.26,347.46,23.56,62.27,1.00,-1,-1,-1
73,8,509.78,221.08,30.41,69.26,1.00,-1,-1,-1
73,7,405.95,241.46,12.13,37.55,1.00,-1,-1,-1
73,1,784.75,347.34,23.48,61.88,1.00,-1,-1,-1
74,7,405.49,241.72,12.56,37.13,1.00,-1,-1,-1
74,1,784.64,346.78,22.70,62.50,1.00,-1,-1,-1
75,10,653.25,235.53,12.06,32.48,1.00,-1,-1,-1
75,7,405.50,241.74,12.57,37.12,1.00,-1,-1,-1
75,6,420.70,238.21,13.01,36.70,1.00,-1,-1,-1
75,2,510.79,219.91,28.90,52.48,1.00,-1,-1,-1
75,1,784.64,346.76,22.70,62.53,1.00,-1,-1,-1
76,10,653.33,235.90,11.78,32.47,1.00,-1,-1,-1
76,7,405.32,241.91,11.88,36.91,1.00,-1,-1,-1
76,2,511.99,220.21,27.74,52.70,1.00,-1,-1,-1
76,1,784.16,345.83,21.71,62.55,1.00,-1,-1,-1
77,7,405.52,241.61,11.06,36.76,1.00,-1,-1,-1
77,2,512.69,220.20,26.99,53.77,1.00,-1,-1,-1
77,1,783.48,345.68,21.86,61.94,1.00,-1,-1,-1
78,7,405.32,241.56,10.68,37.20,1.00,-1,-1,-1
78,6,420.43,238.47,12.08,37.81,1.00,-1,-1,-1
78,2,514.37,220.61,25.36,57.20,1.00,-1,-1,-1
78,1,782.26,344.97,22.92,62.95,1.00,-1,-1,-1
79,10,653.21,236.24,11.91,33.27,1.00,-1,-1,-1
79,7,405.17,241.30,10.70,37.54,1.00,-1,-1,-1
79,2,515.41,220.84,24.40,56.15,1.00,-1,-1,-1
79,1,780.94,345.60,23.91,61.70,1.00,-1,-1,-1
80,10,653.33,236.15,12.07,33.82,1.00,-1,-1,-1
80,7,405.01,241.30,10.66,37.11,1.00,-1,-1,-1
80,2,515.42,221.22,24.46,56.32,1.00,-1,-1,-1
80,1,779.91,344.30,24.11,61.44,1.00,-1,-1,-1
81,10,653.32,236.18,12.06,33.75,1.00,-1,-1,-1
81,8,503.50,240.86,17.20,36.67,1.00,-1,-1,-1
81,7,405.02,241.29,10.65,37.11,1.00,-1,-1,-1
81,2,515.45,221.24,24.43,56.47,1.00,-1,-1,-1
81,1,779.91,344.31,24.11,61.39,1.00,-1,-1,-1
82,10,653.04,236.17,12.12,33.73,1.00,-1,-1,-1
82,7,404.73,241.61,10.90,36.76,1.00,-1,-1,-1
82,2,514.77,221.24,25.06,56.28,1.00,-1,-1,-1
82,1,777.77,342.00,26.25,65.07,1.00,-1,-1,-1
83,10,652.86,236.50,11.98,34.07,1.00,-1,-1,-1
83,7,404.12,242.37,10.89,34.81,1.00,-1,-1,-1
83,6,420.08,237.18,11.71,37.42,1.00,-1,-1,-1
83,2,514.38,221.16,25.58,56.70,1.00,-1,-1,-1
83,1,776.81,341.71,26.39,65.67,1.00,-1,-1,-1
84,2,511.99,220.56,27.80,53.74,1.00,-1,-1,-1
84,1,776.01,340.93,26.75,65.56,1.00,-1,-1,-1
85,2,512.56,220.15,27.28,54.29,1.00,-1,-1,-1
85,1,775.88,340.79,26.69,65.34,1.00,-1,-1,-1
86,2,514.01,220.76,26.24,56.43,1.00,-1,-1,-1
86,1,775.78,340.55,25.77,64.33,1.00,-1,-1,-1
87,7,403.25,242.13,10.64,37.03,1.00,-1,-1,-1
87,2,514.03,220.77,26.23,56.42,1.00,-1,-1,-1
87,1,775.76,340.52,25.89,64.56,1.00,-1,-1,-1
88,7,402.76,242.94,10.80,36.23,1.00,-1,-1,-1
88,2,513.28,219.68,26.62,54.37,1.00,-1,-1,-1
88,1,775.30,340.41,25.33,65.26,1.00,-1,-1,-1
89,7,402.53,243.43,10.59,34.65,1.00,-1,-1,-1
89,2,512.88,219.59,26.77,50.70,1.00,-1,-1,-1
89,1,775.44,340.31,24.51,64.25,1.00,-1,-1,-1
90,2,512.63,219.56,26.90,50.60,1.00,-1,-1,-1
90,1,775.48,340.28,23.61,63.82,1.00,-1,-1,-1
91,2,512.61,219.58,26.90,50.62,1.00,-1,-1,-1
91,1,775.50,340.27,23.57,63.68,1.00,-1,-1,-1
92,2,512.49,219.76,26.83,50.96,1.00,-1,-1,-1
92,1,774.76,339.14,23.00,61.53,1.00,-1,-1,-1
93,2,512.56,219.72,26.78,50.95,1.00,-1,-1,-1
93,1,774.75,339.11,23.00,61.51,1.00,-1,-1,-1
94,2,512.91,219.94,26.41,50.43,1.00,-1,-1,-1
94,1,774.44,338.16,22.02,62.22,1.00,-1,-1,-1
95,2,512.82,220.99,26.34,49.10,1.00,-1,-1,-1
95,1,773.41,338.07,22.89,60.73,1.00,-1,-1,-1
96,2,512.53,221.13,26.98,49.27,1.00,-1,-1,-1
96,1,773.22,338.02,22.36,58.11,1.00,-1,-1,-1
97,2,512.12,221.61,27.38,49.18,1.00,-1,-1,-1
97,1,772.34,338.10,22.44,56.56,1.00,-1,-1,-1
98,2,512.14,221.62,27.35,49.18,1.00,-1,-1,-1
98,1,772.34,338.11,22.38,56.54,1.00,-1,-1,-1
99,2,512.06,221.81,27.37,50.13,1.00,-1,-1,-1
99,1,771.80,338.25,22.30,55.20,1.00,-1,-1,-1
100,2,511.51,221.83,27.71,50.27,1.00,-1,-1,-1
100,1,770.79,338.18,22.50,57.02,1.00,-1,-1,-1
101,2,511.51,222.15,27.01,49.99,1.00,-1,-1,-1
101,1,770.06,336.31,22.66,58.23,1.00,-1,-1,-1
102,2,511.98,222.19,26.33,50.16,1.00,-1,-1,-1
102,1,769.71,335.73,22.87,59.18,1.00,-1,-1,-1
103,2,511.98,222.20,26.34,50.12,1.00,-1,-1,-1
103,1,769.70,335.83,22.90,59.06,1.00,-1,-1,-1
104,2,512.54,222.07,25.94,49.64,1.00,-1,-1,-1
104,1,769.11,335.85,22.94,58.52,1.00,-1,-1,-1
105,2,513.02,221.72,25.66,49.37,1.00,-1,-1,-1
105,1,768.45,335.54,22.70,58.31,1.00,-1,-1,-1
106,2,513.34,221.91,25.20,49.56,1.00,-1,-1,-1
106,1,767.46,335.33,22.99,58.26,1.00,-1,-1,-1
107,2,513.76,222.46,24.51,49.11,1.00,-1,-1,-1
107,1,766.85,335.01,22.43,58.65,1.00,-1,-1,-1
108,2,513.63,222.39,25.44,49.16,1.00,-1,-1,-1
108,1,766.91,334.60,21.30,59.69,1.00,-1,-1,-1
109,2,513.28,222.29,25.72,49.29,1.00,-1,-1,-1
109,1,766.26,333.93,21.53,60.33,1.00,-1,-1,-1
110,2,513.27,222.26,25.76,49.32,1.00,-1,-1,-1
110,1,766.26,333.93,21.53,60.34,1.00,-1,-1,-1
111,2,512.79,222.21,26.34,48.49,1.00,-1,-1,-1
111,1,764.93,333.20,22.52,61.27,1.00,-1,-1,-1
112,2,512.70,222.38,26.52,48.15,1.00,-1,-1,-1
112,1,765.09,332.67,21.45,60.63,1.00,-1,-1,-1
113,2,512.53,222.36,27.37,48.13,1.00,-1,-1,-1
113,1,764.79,332.59,21.03,61.04,1.00,-1,-1,-1
114,2,512.63,222.23,27.04,48.35,1.00,-1,-1,-1
114,1,764.37,331.86,20.92,61.77,1.00,-1,-1,-1
115,2,512.89,222.31,26.44,48.58,1.00,-1,-1,-1
115,1,764.16,331.52,20.54,61.60,1.00,-1,-1,-1
116,2,512.88,222.31,26.45,48.59,1.00,-1,-1,-1
116,1,764.16,331.52,20.55,61.58,1.00,-1,-1,-1
117,2,513.03,222.19,26.43,48.58,1.00,-1,-1,-1
117,1,763.10,331.68,20.57,61.26,1.00,-1,-1,-1
118,2,513.44,222.06,25.83,47.96,1.00,-1,-1,-1
118,1,761.58,330.76,22.14,62.96,1.00,-1,-1,-1
119,2,513.71,221.84,25.58,47.53,1.00,-1,-1,-1
119,1,760.13,330.28,23.17,61.60,1.00,-1,-1,-1
120,2,514.07,221.74,25.16,46.43,1.00,-1,-1,-1
120,1,758.83,330.91,24.18,61.77,1.00,-1,-1,-1
121,2,513.62,221.97,25.80,46.05,1.00,-1,-1,-1
121,1,757.73,329.71,25.01,61.86,1.00,-1,-1,-1
122,2,513.62,221.97,25.80,46.05,1.00,-1,-1,-1
122,1,757.73,329.72,25.02,61.84,1.00,-1,-1,-1
123,2,513.31,221.88,26.04,45.42,1.00,-1,-1,-1
123,1,757.36,328.76,24.91,58.82,1.00,-1,-1,-1
124,7,401.94,239.60,18.57,37.82,1.00,-1,-1,-1
124,2,513.20,222.11,26.18,45.79,1.00,-1,-1,-1
124,1,757.00,328.18,25.26,58.06,1.00,-1,-1,-1
125,12,468.30,247.48,32.03,52.50,1.00,-1,-1,-1
125,7,401.98,239.16,18.47,38.32,1.00,-1,-1,-1
125,2,513.13,221.75,26.30,46.22,1.00,-1,-1,-1
125,1,755.80,328.00,26.20,57.67,1.00,-1,-1,-1
126,12,468.42,247.30,31.83,52.70,1.00,-1,-1,-1
126,7,401.98,239.02,18.22,38.42,1.00,-1,-1,-1
126,2,512.57,221.78,26.76,46.13,1.00,-1,-1,-1
126,1,755.57,327.80,26.21,56.63,1.00,-1,-1,-1
127,7,402.08,239.55,17.47,37.90,1.00,-1,-1,-1
127,2,512.52,221.82,26.86,47.32,1.00,-1,-1,-1
127,1,755.32,327.91,26.17,56.90,1.00,-1,-1,-1
128,7,402.07,239.54,17.49,37.91,1.00,-1,-1,-1
128,2,512.52,221.78,26.86,47.35,1.00,-1,-1,-1
128,1,755.32,327.90,26.16,56.92,1.00,-1,-1,-1
129,2,511.88,221.71,27.43,48.03,1.00,-1,-1,-1
129,1,755.38,327.74,25.55,57.93,1.00,-1,-1,-1
130,2,511.34,221.76,27.92,48.19,1.00,-1,-1,-1
130,1,755.80,327.55,24.81,57.32,1.00,-1,-1,-1
131,2,511.57,221.73,27.78,47.99,1.00,-1,-1,-1
131,1,756.21,326.66,23.73,56.74,1.00,-1,-1,-1
132,2,512.45,221.48,26.99,48.04,1.00,-1,-1,-1
132,1,756.87,326.25,22.25,55.89,1.00,-1,-1,-1
133,2,511.40,221.59,27.89,47.84,1.00,-1,-1,-1
133,1,757.05,326.01,20.77,56.17,1.00,-1,-1,-1
134,2,511.40,221.52,27.89,47.92,1.00,-1,-1,-1
134,1,757.04,326.00,20.78,56.22,1.00,-1,-1,-1
135,2,511.08,221.27,28.20,47.61,1.00,-1,-1,-1
135,1,756.97,325.72,20.73,54.87,1.00,-1,-1,-1
136,2,510.74,220.85,28.58,47.03,1.00,-1,-1,-1
136,1,756.73,325.24,20.76,56.49,1.00,-1,-1,-1
137,7,402.61,238.57,17.51,39.03,1.00,-1,-1,-1
137,2,510.95,221.16,28.28,46.13,1.00,-1,-1,-1
137,1,756.63,325.39,19.41,54.56,1.00,-1,-1,-1
138,7,402.22,238.72,17.15,39.26,1.00,-1,-1,-1
138,2,510.92,220.93,28.57,46.84,1.00,-1,-1,-1
138,1,755.67,324.57,19.91,55.66,1.00,-1,-1,-1
139,7,402.26,238.54,17.15,39.56,1.00,-1,-1,-1
139,2,510.68,220.75,28.99,45.85,1.00,-1,-1,-1
139,1,755.01,324.19,20.15,55.66,1.00,-1,-1,-1
140,7,402.26,238.52,17.14,39.59,1.00,-1,-1,-1
140,2,510.69,220.73,28.98,45.86,1.00,-1,-1,-1
140,1,755.02,324.19,20.14,55.66,1.00,-1,-1,-1
141,7,402.24,238.43,16.98,39.79,1.00,-1,-1,-1
141,2,510.97,220.63,28.83,45.80,1.00,-1,-1,-1
141,1,754.57,324.18,20.30,54.76,1.00,-1,-1,-1
142,7,402.17,238.27,17.18,39.99,1.00,-1,-1,-1
142,2,511.92,220.58,27.78,47.00,1.00,-1,-1,-1
142,1,753.64,324.47,21.49,54.42,1.00,-1,-1,-1
143,7,402.08,238.20,17.52,40.42,1.00,-1,-1,-1
143,2,512.25,220.57,27.39,47.28,1.00,-1,-1,-1
143,1,752.08,324.40,22.96,54.91,1.00,-1,-1,-1
144,7,402.49,237.90,18.08,41.40,1.00,-1,-1,-1
144,2,512.33,220.39,27.23,46.75,1.00,-1,-1,-1
144,1,751.54,324.25,23.28,56.32,1.00,-1,-1,-1
145,7,401.93,237.84,18.60,41.88,1.00,-1,-1,-1
145,2,511.64,220.14,28.40,46.74,1.00,-1,-1,-1
145,1,751.50,323.95,22.89,55.95,1.00,-1,-1,-1
146,7,401.88,237.87,19.10,42.76,1.00,-1,-1,-1
146,2,511.47,220.21,28.57,46.78,1.00,-1,-1,-1
146,1,750.64,323.19,23.23,56.02,1.00,-1,-1,-1
147,7,401.84,237.82,19.23,42.69,1.00,-1,-1,-1
147,2,511.34,220.21,28.68,46.77,1.00,-1,-1,-1
147,1,750.65,323.15,23.20,55.91,1.00,-1,-1,-1
148,7,402.45,237.44,18.74,44.07,1.00,-1,-1,-1
148,2,511.46,220.38,28.21,46.05,1.00,-1,-1,-1
148,1,750.18,322.66,23.14,56.34,1.00,-1,-1,-1
149,7,401.93,238.11,18.87,41.37,1.00,-1,-1,-1
149,2,511.31,220.74,28.34,46.12,1.00,-1,-1,-1
149,1,749.71,321.87,23.51,56.61,1.00,-1,-1,-1
150,7,401.94,238.24,18.99,40.87,1.00,-1,-1,-1
150,2,511.38,221.03,28.35,45.62,1.00,-1,-1,-1
150,1,749.91,322.30,21.75,56.69,1.00,-1,-1,-1
151,7,401.95,238.45,18.83,40.84,1.00,-1,-1,-1
151,2,510.87,221.02,28.85,45.42,1.00,-1,-1,-1
151,1,749.78,320.95,21.35,59.13,1.00,-1,-1,-1
152,7,401.95,238.45,18.83,40.85,1.00,-1,-1,-1
152,2,510.87,220.98,28.86,45.47,1.00,-1,-1,-1
152,1,749.78,320.96,21.35,59.09,1.00,-1,-1,-1
153,7,401.92,238.59,18.79,40.80,1.00,-1,-1,-1
153,2,510.80,221.33,29.14,45.43,1.00,-1,-1,-1
153,1,749.44,320.31,21.87,61.48,1.00,-1,-1,-1
154,7,401.95,238.70,18.55,40.52,1.00,-1,-1,-1
154,2,510.89,221.43,29.21,45.55,1.00,-1,-1,-1
154,1,748.86,320.45,22.03,61.50,1.00,-1,-1,-1
155,7,401.97,238.72,18.64,40.50,1.00,-1,-1,-1
155,2,510.84,221.22,29.32,45.86,1.00,-1,-1,-1
155,1,748.87,319.48,21.54,58.84,1.00,-1,-1,-1
156,7,402.02,238.65,18.82,40.58,1.00,-1,-1,-1
156,2,510.89,221.00,29.06,45.52,1.00,-1,-1,-1
156,1,748.27,318.50,21.45,58.83,1.00,-1,-1,-1
157,7,402.44,238.11,18.92,40.65,1.00,-1,-1,-1
157,2,509.64,221.03,30.65,45.52,1.00,-1,-1,-1
157,1,747.80,318.14,21.70,59.18,1.00,-1,-1,-1
158,7,402.44,238.37,18.93,39.90,1.00,-1,-1,-1
158,2,509.77,220.91,30.70,45.18,1.00,-1,-1,-1
158,1,747.46,318.38,22.53,58.97,1.00,-1,-1,-1
159,7,402.48,238.37,18.98,39.99,1.00,-1,-1,-1
159,2,509.81,220.97,30.61,45.09,1.00,-1,-1,-1
159,1,747.37,317.89,22.36,60.29,1.00,-1,-1,-1
160,7,402.48,237.84,19.40,41.05,1.00,-1,-1,-1
160,2,511.81,220.97,28.17,44.70,1.00,-1,-1,-1
160,1,747.07,317.79,22.42,58.01,1.00,-1,-1,-1
161,7,402.53,237.69,19.38,40.95,1.00,-1,-1,-1
161,2,511.83,221.10,28.13,45.63,1.00,-1,-1,-1
161,1,746.89,317.76,22.62,57.23,1.00,-1,-1,-1
162,7,402.54,237.54,19.37,41.11,1.00,-1,-1,-1
162,2,512.35,221.29,27.52,45.70,1.00,-1,-1,-1
162,1,746.78,317.74,22.73,58.78,1.00,-1,-1,-1
163,7,402.53,237.54,19.41,41.13,1.00,-1,-1,-1
163,2,512.79,220.83,26.97,45.31,1.00,-1,-1,-1
163,1,746.76,317.69,22.70,57.95,1.00,-1,-1,-1
